timestamp,Global_reactive_power
16/12/2006 19:20:00,0.052
16/12/2006 19:21:00,0.000
16/12/2006 19:22:00,0.046
16/12/2006 19:23:00,0.000
16/12/2006 19:24:00,0.052
16/12/2006 19:25:00,0.064
16/12/2006 19:26:00,0.090
16/12/2006 19:27:00,0.084
16/12/2006 19:28:00,0.138
16/12/2006 19:29:00,0.192
16/12/2006 19:30:00,0.162
16/12/2006 19:31:00,0.134
16/12/2006 19:32:00,0.132
16/12/2006 19:33:00,0.132
16/12/2006 19:34:00,0.120
16/12/2006 19:35:00,0.000
16/12/2006 19:36:00,0.000
16/12/2006 19:37:00,0.130
16/12/2006 19:38:00,0.160
16/12/2006 19:39:00,0.158
16/12/2006 19:40:00,0.158
16/12/2006 19:41:00,0.158
16/12/2006 19:42:00,0.156
16/12/2006 19:43:00,0.154
16/12/2006 19:44:00,0.154
16/12/2006 19:45:00,0.152
16/12/2006 19:46:00,0.152
16/12/2006 19:47:00,0.154
16/12/2006 19:48:00,0.156
16/12/2006 19:49:00,0.160
16/12/2006 19:50:00,0.156
16/12/2006 19:51:00,0.158
16/12/2006 19:52:00,0.156
16/12/2006 19:53:00,0.000
16/12/2006 19:54:00,0.078
16/12/2006 19:55:00,0.078
16/12/2006 19:56:00,0.078
16/12/2006 19:57:00,0.078
16/12/2006 19:58:00,0.078
16/12/2006 19:59:00,0.078
16/12/2006 20:00:00,0.078
16/12/2006 20:01:00,0.078
16/12/2006 20:02:00,0.076
16/12/2006 20:03:00,0.078
16/12/2006 20:04:00,0.078
16/12/2006 20:05:00,0.000
16/12/2006 20:06:00,0.000
16/12/2006 20:07:00,0.000
16/12/2006 20:08:00,0.000
16/12/2006 20:09:00,0.080
16/12/2006 20:10:00,0.144
16/12/2006 20:11:00,0.142
16/12/2006 20:12:00,0.140
16/12/2006 20:13:00,0.140
16/12/2006 20:14:00,0.140
16/12/2006 20:15:00,0.086
16/12/2006 20:16:00,0.000
16/12/2006 20:17:00,0.000
16/12/2006 20:18:00,0.000
16/12/2006 20:19:00,0.000
16/12/2006 20:20:00,0.000
16/12/2006 20:21:00,0.000
16/12/2006 20:22:00,0.000
16/12/2006 20:23:00,0.000
16/12/2006 20:24:00,0.000
16/12/2006 20:25:00,0.052
16/12/2006 20:26:00,0.078
16/12/2006 20:27:00,0.076
16/12/2006 20:28:00,0.076
16/12/2006 20:29:00,0.076
16/12/2006 20:30:00,0.076
16/12/2006 20:31:00,0.076
16/12/2006 20:32:00,0.076
16/12/2006 20:33:00,0.078
16/12/2006 20:34:00,0.078
16/12/2006 20:35:00,0.078
16/12/2006 20:36:00,0.078
16/12/2006 20:37:00,0.080
16/12/2006 20:38:00,0.080
16/12/2006 20:39:00,0.078
16/12/2006 20:40:00,0.078
16/12/2006 20:41:00,0.074
16/12/2006 20:42:00,0.050
16/12/2006 20:43:00,0.048
16/12/2006 20:44:00,0.048
16/12/2006 20:45:00,0.050
16/12/2006 20:46:00,0.146
16/12/2006 20:47:00,0.146
16/12/2006 20:48:00,0.148
16/12/2006 20:49:00,0.146
16/12/2006 20:50:00,0.150
16/12/2006 20:51:00,0.150
16/12/2006 20:52:00,0.154
16/12/2006 20:53:00,0.152
16/12/2006 20:54:00,0.150
16/12/2006 20:55:00,0.170
16/12/2006 20:56:00,0.102
16/12/2006 20:57:00,0.000
16/12/2006 20:58:00,0.074
16/12/2006 20:59:00,0.074
16/12/2006 21:00:00,0.072
16/12/2006 21:01:00,0.072
16/12/2006 21:02:00,0.054
16/12/2006 21:03:00,0.070
16/12/2006 21:04:00,0.070
16/12/2006 21:05:00,0.072
16/12/2006 21:06:00,0.072
16/12/2006 21:07:00,0.064
16/12/2006 21:08:00,0.060
16/12/2006 21:09:00,0.070
16/12/2006 21:10:00,0.070
16/12/2006 21:11:00,0.072
16/12/2006 21:12:00,0.072
16/12/2006 21:13:00,0.058
16/12/2006 21:14:00,0.000
16/12/2006 21:15:00,0.052
16/12/2006 21:16:00,0.054
16/12/2006 21:17:00,0.054
16/12/2006 21:18:00,0.074
16/12/2006 21:19:00,0.056
16/12/2006 21:20:00,0.054
16/12/2006 21:21:00,0.056
16/12/2006 21:22:00,0.068
16/12/2006 21:23:00,0.062
16/12/2006 21:24:00,0.054
16/12/2006 21:25:00,0.052
16/12/2006 21:26:00,0.060
16/12/2006 21:27:00,0.112
16/12/2006 21:28:00,0.144
16/12/2006 21:29:00,0.000
16/12/2006 21:30:00,0.000
16/12/2006 21:31:00,0.000
16/12/2006 21:32:00,0.000
16/12/2006 21:33:00,0.000
16/12/2006 21:34:00,0.000
16/12/2006 21:35:00,0.000
16/12/2006 21:36:00,0.000
16/12/2006 21:37:00,0.000
16/12/2006 21:38:00,0.072
16/12/2006 21:39:00,0.072
16/12/2006 21:40:00,0.064
16/12/2006 21:41:00,0.046
16/12/2006 21:42:00,0.000
16/12/2006 21:43:00,0.000
16/12/2006 21:44:00,0.046
16/12/2006 21:45:00,0.066
16/12/2006 21:46:00,0.082
16/12/2006 21:47:00,0.172
16/12/2006 21:48:00,0.170
16/12/2006 21:49:00,0.168
16/12/2006 21:50:00,0.194
16/12/2006 21:51:00,0.170
16/12/2006 21:52:00,0.170
16/12/2006 21:53:00,0.170
16/12/2006 21:54:00,0.168
16/12/2006 21:55:00,0.184
16/12/2006 21:56:00,0.178
16/12/2006 21:57:00,0.170
16/12/2006 21:58:00,0.170
16/12/2006 21:59:00,0.168
16/12/2006 22:00:00,0.170
16/12/2006 22:01:00,0.096
16/12/2006 22:02:00,0.000
16/12/2006 22:03:00,0.000
16/12/2006 22:04:00,0.000
16/12/2006 22:05:00,0.000
16/12/2006 22:06:00,0.000
16/12/2006 22:07:00,0.056
16/12/2006 22:08:00,0.000
16/12/2006 22:09:00,0.000
16/12/2006 22:10:00,0.000
16/12/2006 22:11:00,0.000
16/12/2006 22:12:00,0.000
16/12/2006 22:13:00,0.000
16/12/2006 22:14:00,0.000
16/12/2006 22:15:00,0.000
16/12/2006 22:16:00,0.000
16/12/2006 22:17:00,0.054
16/12/2006 22:18:00,0.000
16/12/2006 22:19:00,0.000
16/12/2006 22:20:00,0.068
16/12/2006 22:21:00,0.072
16/12/2006 22:22:00,0.090
16/12/2006 22:23:00,0.068
16/12/2006 22:24:00,0.066
16/12/2006 22:25:00,0.070
16/12/2006 22:26:00,0.084
16/12/2006 22:27:00,0.086
16/12/2006 22:28:00,0.070
16/12/2006 22:29:00,0.072
16/12/2006 22:30:00,0.070
16/12/2006 22:31:00,0.100
16/12/2006 22:32:00,0.074
16/12/2006 22:33:00,0.070
16/12/2006 22:34:00,0.052
16/12/2006 22:35:00,0.054
16/12/2006 22:36:00,0.000
16/12/2006 22:37:00,0.060
16/12/2006 22:38:00,0.060
16/12/2006 22:39:00,0.062
16/12/2006 22:40:00,0.064
16/12/2006 22:41:00,0.000
16/12/2006 22:42:00,0.050
16/12/2006 22:43:00,0.062
16/12/2006 22:44:00,0.062
16/12/2006 22:45:00,0.060
16/12/2006 22:46:00,0.054
16/12/2006 22:47:00,0.000
16/12/2006 22:48:00,0.060
16/12/2006 22:49:00,0.000
16/12/2006 22:50:00,0.000
16/12/2006 22:51:00,0.000
16/12/2006 22:52:00,0.086
16/12/2006 22:53:00,0.178
16/12/2006 22:54:00,0.162
16/12/2006 22:55:00,0.164
16/12/2006 22:56:00,0.168
16/12/2006 22:57:00,0.182
16/12/2006 22:58:00,0.200
16/12/2006 22:59:00,0.094
16/12/2006 23:00:00,0.068
16/12/2006 23:01:00,0.070
16/12/2006 23:02:00,0.072
16/12/2006 23:03:00,0.100
16/12/2006 23:04:00,0.076
16/12/2006 23:05:00,0.068
16/12/2006 23:06:00,0.070
16/12/2006 23:07:00,0.000
16/12/2006 23:08:00,0.046
16/12/2006 23:09:00,0.000
16/12/2006 23:10:00,0.060
16/12/2006 23:11:00,0.060
16/12/2006 23:12:00,0.060
16/12/2006 23:13:00,0.060
16/12/2006 23:14:00,0.000
16/12/2006 23:15:00,0.000
16/12/2006 23:16:00,0.060
16/12/2006 23:17:00,0.060
16/12/2006 23:18:00,0.060
16/12/2006 23:19:00,0.052
16/12/2006 23:20:00,0.046
16/12/2006 23:21:00,0.060
16/12/2006 23:22:00,0.060
16/12/2006 23:23:00,0.052
16/12/2006 23:24:00,0.000
16/12/2006 23:25:00,0.058
16/12/2006 23:26:00,0.000
16/12/2006 23:27:00,0.072
16/12/2006 23:28:00,0.098
16/12/2006 23:29:00,0.072
16/12/2006 23:30:00,0.136
16/12/2006 23:31:00,0.176
16/12/2006 23:32:00,0.190
16/12/2006 23:33:00,0.188
16/12/2006 23:34:00,0.174
16/12/2006 23:35:00,0.174
16/12/2006 23:36:00,0.172
16/12/2006 23:37:00,0.204
16/12/2006 23:38:00,0.180
16/12/2006 23:39:00,0.182
16/12/2006 23:40:00,0.000
16/12/2006 23:41:00,0.000
16/12/2006 23:42:00,0.058
16/12/2006 23:43:00,0.058
16/12/2006 23:44:00,0.058
16/12/2006 23:45:00,0.000
16/12/2006 23:46:00,0.062
16/12/2006 23:47:00,0.060
16/12/2006 23:48:00,0.058
16/12/2006 23:49:00,0.000
16/12/2006 23:50:00,0.148
16/12/2006 23:51:00,0.140
16/12/2006 23:52:00,0.000
16/12/2006 23:53:00,0.050
16/12/2006 23:54:00,0.000
16/12/2006 23:55:00,0.000
16/12/2006 23:56:00,0.060
16/12/2006 23:57:00,0.062
16/12/2006 23:58:00,0.066
16/12/2006 23:59:00,0.070
17/12/2006 00:00:00,0.152
17/12/2006 00:01:00,0.220
17/12/2006 00:02:00,0.194
17/12/2006 00:03:00,0.194
17/12/2006 00:04:00,0.198
17/12/2006 00:05:00,0.198
17/12/2006 00:06:00,0.202
17/12/2006 00:07:00,0.208
17/12/2006 00:08:00,0.244
17/12/2006 00:09:00,0.334
17/12/2006 00:10:00,0.298
17/12/2006 00:11:00,0.296
17/12/2006 00:12:00,0.286
17/12/2006 00:13:00,0.278
17/12/2006 00:14:00,0.194
17/12/2006 00:15:00,0.166
17/12/2006 00:16:00,0.184
17/12/2006 00:17:00,0.178
17/12/2006 00:18:00,0.120
17/12/2006 00:19:00,0.056
17/12/2006 00:20:00,0.000
17/12/2006 00:21:00,0.062
17/12/2006 00:22:00,0.000
17/12/2006 00:23:00,0.000
17/12/2006 00:24:00,0.060
17/12/2006 00:25:00,0.058
17/12/2006 00:26:00,0.058
17/12/2006 00:27:00,0.060
17/12/2006 00:28:00,0.056
17/12/2006 00:29:00,0.000
17/12/2006 00:30:00,0.000
17/12/2006 00:31:00,0.050
17/12/2006 00:32:00,0.056
17/12/2006 00:33:00,0.056
17/12/2006 00:34:00,0.000
17/12/2006 00:35:00,0.094
17/12/2006 00:36:00,0.104
17/12/2006 00:37:00,0.090
17/12/2006 00:38:00,0.078
17/12/2006 00:39:00,0.074
17/12/2006 00:40:00,0.078
17/12/2006 00:41:00,0.084
17/12/2006 00:42:00,0.108
17/12/2006 00:43:00,0.098
17/12/2006 00:44:00,0.076
17/12/2006 00:45:00,0.076
17/12/2006 00:46:00,0.074
17/12/2006 00:47:00,0.074
17/12/2006 00:48:00,0.000
17/12/2006 00:49:00,0.000
17/12/2006 00:50:00,0.000
17/12/2006 00:51:00,0.048
17/12/2006 00:52:00,0.048
17/12/2006 00:53:00,0.046
17/12/2006 00:54:00,0.048
17/12/2006 00:55:00,0.070
17/12/2006 00:56:00,0.062
17/12/2006 00:57:00,0.000
17/12/2006 00:58:00,0.000
17/12/2006 00:59:00,0.000
17/12/2006 01:00:00,0.000
17/12/2006 01:01:00,0.000
17/12/2006 01:02:00,0.088
17/12/2006 01:03:00,0.208
17/12/2006 01:04:00,0.258
17/12/2006 01:05:00,0.150
17/12/2006 01:06:00,0.096
17/12/2006 01:07:00,0.084
17/12/2006 01:08:00,0.104
17/12/2006 01:09:00,0.178
17/12/2006 01:10:00,0.198
17/12/2006 01:11:00,0.238
17/12/2006 01:12:00,0.256
17/12/2006 01:13:00,0.214
17/12/2006 01:14:00,0.230
17/12/2006 01:15:00,0.210
17/12/2006 01:16:00,0.240
17/12/2006 01:17:00,0.188
17/12/2006 01:18:00,0.164
17/12/2006 01:19:00,0.140
17/12/2006 01:20:00,0.152
17/12/2006 01:21:00,0.142
17/12/2006 01:22:00,0.130
17/12/2006 01:23:00,0.050
17/12/2006 01:24:00,0.000
17/12/2006 01:25:00,0.000
17/12/2006 01:26:00,0.000
17/12/2006 01:27:00,0.000
17/12/2006 01:28:00,0.000
17/12/2006 01:29:00,0.000
17/12/2006 01:30:00,0.000
17/12/2006 01:31:00,0.000
17/12/2006 01:32:00,0.000
17/12/2006 01:33:00,0.124
17/12/2006 01:34:00,0.124
17/12/2006 01:35:00,0.098
17/12/2006 01:36:00,0.106
17/12/2006 01:37:00,0.098
17/12/2006 01:38:00,0.102
17/12/2006 01:39:00,0.130
17/12/2006 01:40:00,0.118
17/12/2006 01:41:00,0.000
17/12/2006 01:42:00,0.000
17/12/2006 01:43:00,0.000
17/12/2006 01:44:00,0.122
17/12/2006 01:45:00,0.140
17/12/2006 01:46:00,0.184
17/12/2006 01:47:00,0.244
17/12/2006 01:48:00,0.270
17/12/2006 01:49:00,0.302
17/12/2006 01:50:00,0.272
17/12/2006 01:51:00,0.244
17/12/2006 01:52:00,0.240
17/12/2006 01:53:00,0.250
17/12/2006 01:54:00,0.294
17/12/2006 01:55:00,0.300
17/12/2006 01:56:00,0.282
17/12/2006 01:57:00,0.188
17/12/2006 01:58:00,0.134
17/12/2006 01:59:00,0.132
17/12/2006 02:00:00,0.148
17/12/2006 02:01:00,0.124
17/12/2006 02:02:00,0.100
17/12/2006 02:03:00,0.088
17/12/2006 02:04:00,0.082
17/12/2006 02:05:00,0.098
17/12/2006 02:06:00,0.118
17/12/2006 02:07:00,0.120
17/12/2006 02:08:00,0.082
17/12/2006 02:09:00,0.088
17/12/2006 02:10:00,0.084
17/12/2006 02:11:00,0.116
17/12/2006 02:12:00,0.128
17/12/2006 02:13:00,0.094
17/12/2006 02:14:00,0.134
17/12/2006 02:15:00,0.126
17/12/2006 02:16:00,0.108
17/12/2006 02:17:00,0.102
17/12/2006 02:18:00,0.072
17/12/2006 02:19:00,0.156
17/12/2006 02:20:00,0.202
17/12/2006 02:21:00,0.234
17/12/2006 02:22:00,0.242
17/12/2006 02:23:00,0.142
17/12/2006 02:24:00,0.100
17/12/2006 02:25:00,0.096
17/12/2006 02:26:00,0.126
17/12/2006 02:27:00,0.130
17/12/2006 02:28:00,0.102
17/12/2006 02:29:00,0.092
17/12/2006 02:30:00,0.098
17/12/2006 02:31:00,0.100
17/12/2006 02:32:00,0.000
17/12/2006 02:33:00,0.000
17/12/2006 02:34:00,0.000
17/12/2006 02:35:00,0.000
17/12/2006 02:36:00,0.000
17/12/2006 02:37:00,0.000
17/12/2006 02:38:00,0.000
17/12/2006 02:39:00,0.000
17/12/2006 02:40:00,0.000
17/12/2006 02:41:00,0.000
17/12/2006 02:42:00,0.000
17/12/2006 02:43:00,0.000
17/12/2006 02:44:00,0.000
17/12/2006 02:45:00,0.000
17/12/2006 02:46:00,0.000
17/12/2006 02:47:00,0.000
17/12/2006 02:48:00,0.000
17/12/2006 02:49:00,0.000
17/12/2006 02:50:00,0.046
17/12/2006 02:51:00,0.000
17/12/2006 02:52:00,0.000
17/12/2006 02:53:00,0.000
17/12/2006 02:54:00,0.000
17/12/2006 02:55:00,0.100
17/12/2006 02:56:00,0.126
17/12/2006 02:57:00,0.178
17/12/2006 02:58:00,0.210
17/12/2006 02:59:00,0.202
17/12/2006 03:00:00,0.214
17/12/2006 03:01:00,0.294
17/12/2006 03:02:00,0.316
17/12/2006 03:03:00,0.316
17/12/2006 03:04:00,0.280
17/12/2006 03:05:00,0.288
17/12/2006 03:06:00,0.214
17/12/2006 03:07:00,0.144
17/12/2006 03:08:00,0.000
17/12/2006 03:09:00,0.046
17/12/2006 03:10:00,0.000
17/12/2006 03:11:00,0.046
17/12/2006 03:12:00,0.000
17/12/2006 03:13:00,0.000
17/12/2006 03:14:00,0.000
17/12/2006 03:15:00,0.000
17/12/2006 03:16:00,0.000
17/12/2006 03:17:00,0.000
17/12/2006 03:18:00,0.000
17/12/2006 03:19:00,0.000
17/12/2006 03:20:00,0.000
17/12/2006 03:21:00,0.048
17/12/2006 03:22:00,0.000
17/12/2006 03:23:00,0.000
17/12/2006 03:24:00,0.000
17/12/2006 03:25:00,0.000
17/12/2006 03:26:00,0.000
17/12/2006 03:27:00,0.048
17/12/2006 03:28:00,0.000
17/12/2006 03:29:00,0.000
17/12/2006 03:30:00,0.120
17/12/2006 03:31:00,0.098
17/12/2006 03:32:00,0.098
17/12/2006 03:33:00,0.096
17/12/2006 03:34:00,0.108
17/12/2006 03:35:00,0.130
17/12/2006 03:36:00,0.116
17/12/2006 03:37:00,0.096
17/12/2006 03:38:00,0.090
17/12/2006 03:39:00,0.096
17/12/2006 03:40:00,0.126
17/12/2006 03:41:00,0.224
17/12/2006 03:42:00,0.138
17/12/2006 03:43:00,0.066
17/12/2006 03:44:00,0.062
17/12/2006 03:45:00,0.096
17/12/2006 03:46:00,0.088
17/12/2006 03:47:00,0.064
17/12/2006 03:48:00,0.058
17/12/2006 03:49:00,0.000
17/12/2006 03:50:00,0.000
17/12/2006 03:51:00,0.000
17/12/2006 03:52:00,0.000
17/12/2006 03:53:00,0.000
17/12/2006 03:54:00,0.082
17/12/2006 03:55:00,0.100
17/12/2006 03:56:00,0.110
17/12/2006 03:57:00,0.098
17/12/2006 03:58:00,0.076
17/12/2006 03:59:00,0.082
17/12/2006 04:00:00,0.076
17/12/2006 04:01:00,0.112
17/12/2006 04:02:00,0.104
17/12/2006 04:03:00,0.080
17/12/2006 04:04:00,0.074
17/12/2006 04:05:00,0.120
17/12/2006 04:06:00,0.248
17/12/2006 04:07:00,0.254
17/12/2006 04:08:00,0.222
17/12/2006 04:09:00,0.214
17/12/2006 04:10:00,0.220
17/12/2006 04:11:00,0.246
17/12/2006 04:12:00,0.256
17/12/2006 04:13:00,0.216
17/12/2006 04:14:00,0.220
17/12/2006 04:15:00,0.212
17/12/2006 04:16:00,0.230
17/12/2006 04:17:00,0.256
17/12/2006 04:18:00,0.078
17/12/2006 04:19:00,0.046
17/12/2006 04:20:00,0.000
17/12/2006 04:21:00,0.046
17/12/2006 04:22:00,0.000
17/12/2006 04:23:00,0.000
17/12/2006 04:24:00,0.000
17/12/2006 04:25:00,0.060
17/12/2006 04:26:00,0.066
17/12/2006 04:27:00,0.060
17/12/2006 04:28:00,0.064
17/12/2006 04:29:00,0.088
17/12/2006 04:30:00,0.092
17/12/2006 04:31:00,0.050
17/12/2006 04:32:00,0.054
17/12/2006 04:33:00,0.000
17/12/2006 04:34:00,0.050
17/12/2006 04:35:00,0.000
17/12/2006 04:36:00,0.000
17/12/2006 04:37:00,0.000
17/12/2006 04:38:00,0.056
17/12/2006 04:39:00,0.052
17/12/2006 04:40:00,0.056
17/12/2006 04:41:00,0.048
17/12/2006 04:42:00,0.106
17/12/2006 04:43:00,0.086
17/12/2006 04:44:00,0.080
17/12/2006 04:45:00,0.084
17/12/2006 04:46:00,0.084
17/12/2006 04:47:00,0.114
17/12/2006 04:48:00,0.100
17/12/2006 04:49:00,0.082
17/12/2006 04:50:00,0.076
17/12/2006 04:51:00,0.082
17/12/2006 04:52:00,0.080
17/12/2006 04:53:00,0.104
17/12/2006 04:54:00,0.000
17/12/2006 04:55:00,0.046
17/12/2006 04:56:00,0.054
17/12/2006 04:57:00,0.050
17/12/2006 04:58:00,0.054
17/12/2006 04:59:00,0.000
17/12/2006 05:00:00,0.000
17/12/2006 05:01:00,0.052
17/12/2006 05:02:00,0.056
17/12/2006 05:03:00,0.050
17/12/2006 05:04:00,0.050
17/12/2006 05:05:00,0.000
17/12/2006 05:06:00,0.000
17/12/2006 05:07:00,0.056
17/12/2006 05:08:00,0.054
17/12/2006 05:09:00,0.046
17/12/2006 05:10:00,0.046
17/12/2006 05:11:00,0.066
17/12/2006 05:12:00,0.070
17/12/2006 05:13:00,0.046
17/12/2006 05:14:00,0.054
17/12/2006 05:15:00,0.056
17/12/2006 05:16:00,0.090
17/12/2006 05:17:00,0.152
17/12/2006 05:18:00,0.136
17/12/2006 05:19:00,0.088
17/12/2006 05:20:00,0.094
17/12/2006 05:21:00,0.092
17/12/2006 05:22:00,0.098
17/12/2006 05:23:00,0.126
17/12/2006 05:24:00,0.128
17/12/2006 05:25:00,0.098
17/12/2006 05:26:00,0.100
17/12/2006 05:27:00,0.090
17/12/2006 05:28:00,0.112
17/12/2006 05:29:00,0.118
17/12/2006 05:30:00,0.000
17/12/2006 05:31:00,0.048
17/12/2006 05:32:00,0.000
17/12/2006 05:33:00,0.046
17/12/2006 05:34:00,0.000
17/12/2006 05:35:00,0.000
17/12/2006 05:36:00,0.000
17/12/2006 05:37:00,0.000
17/12/2006 05:38:00,0.048
17/12/2006 05:39:00,0.000
17/12/2006 05:40:00,0.000
17/12/2006 05:41:00,0.000
17/12/2006 05:42:00,0.048
17/12/2006 05:43:00,0.000
17/12/2006 05:44:00,0.000
17/12/2006 05:45:00,0.000
17/12/2006 05:46:00,0.050
17/12/2006 05:47:00,0.000
17/12/2006 05:48:00,0.000
17/12/2006 05:49:00,0.000
17/12/2006 05:50:00,0.000
17/12/2006 05:51:00,0.000
17/12/2006 05:52:00,0.000
17/12/2006 05:53:00,0.000
17/12/2006 05:54:00,0.098
17/12/2006 05:55:00,0.188
17/12/2006 05:56:00,0.212
17/12/2006 05:57:00,0.244
17/12/2006 05:58:00,0.206
17/12/2006 05:59:00,0.202
17/12/2006 06:00:00,0.206
17/12/2006 06:01:00,0.238
17/12/2006 06:02:00,0.204
17/12/2006 06:03:00,0.176
17/12/2006 06:04:00,0.200
17/12/2006 06:05:00,0.258
17/12/2006 06:06:00,0.110
17/12/2006 06:07:00,0.082
17/12/2006 06:08:00,0.096
17/12/2006 06:09:00,0.106
17/12/2006 06:10:00,0.080
17/12/2006 06:11:00,0.072
17/12/2006 06:12:00,0.078
17/12/2006 06:13:00,0.106
17/12/2006 06:14:00,0.098
17/12/2006 06:15:00,0.076
17/12/2006 06:16:00,0.086
17/12/2006 06:17:00,0.082
17/12/2006 06:18:00,0.084
17/12/2006 06:19:00,0.080
17/12/2006 06:20:00,0.116
17/12/2006 06:21:00,0.112
17/12/2006 06:22:00,0.088
17/12/2006 06:23:00,0.084
17/12/2006 06:24:00,0.092
17/12/2006 06:25:00,0.086
17/12/2006 06:26:00,0.090
17/12/2006 06:27:00,0.098
17/12/2006 06:28:00,0.088
17/12/2006 06:29:00,0.048
17/12/2006 06:30:00,0.094
17/12/2006 06:31:00,0.094
17/12/2006 06:32:00,0.124
17/12/2006 06:33:00,0.116
17/12/2006 06:34:00,0.128
17/12/2006 06:35:00,0.122
17/12/2006 06:36:00,0.126
17/12/2006 06:37:00,0.116
17/12/2006 06:38:00,0.116
17/12/2006 06:39:00,0.120
17/12/2006 06:40:00,0.136
17/12/2006 06:41:00,0.228
17/12/2006 06:42:00,0.140
17/12/2006 06:43:00,0.090
17/12/2006 06:44:00,0.084
17/12/2006 06:45:00,0.088
17/12/2006 06:46:00,0.082
17/12/2006 06:47:00,0.090
17/12/2006 06:48:00,0.084
17/12/2006 06:49:00,0.092
17/12/2006 06:50:00,0.000
17/12/2006 06:51:00,0.000
17/12/2006 06:52:00,0.000
17/12/2006 06:53:00,0.000
17/12/2006 06:54:00,0.000
17/12/2006 06:55:00,0.000
17/12/2006 06:56:00,0.000
17/12/2006 06:57:00,0.000
17/12/2006 06:58:00,0.000
17/12/2006 06:59:00,0.000
17/12/2006 07:00:00,0.000
17/12/2006 07:01:00,0.000
17/12/2006 07:02:00,0.000
17/12/2006 07:03:00,0.000
17/12/2006 07:04:00,0.000
